speech_recognition,start,end,max_confidence,mean_confidence,recognized_text
speech,1316.25,1332.3,0.928111732006073,0.9087295532226562,there's a place called fisherman's wharf it's right on the bay there a lot of cafes and bars we could have another cup of coffee fine let's go
speech,1336.25,1346.3,0.9997186064720154,0.9982755184173584,man how can i help you i want to go shopping where's the best place to go well all the big department stores around union square can you tell me how to get their yes of course
speech,1346.57,1347.3,0.6659980416297913,0.6654708385467529,
speech,1351.25,1363.3,0.9787660241127014,0.9630104303359985,out of the hotel and turn left go straight ahead down sutter street turn left at stockton it's the third street on the left union square will be right in front of you you can't miss it thanks
speech,1365.25,1366.3,0.986064076423645,0.9704577922821045,and good museum
speech,1366.57,1386.3,0.7080913186073303,0.6952725648880005,how far as it from union square not far it's just a couple of blocks can i walk from the sure it'll take you ten minutes can you show me on the map yes
speech,1387.25,1405.3,0.9969221949577332,0.9837433695793152,union square is here and the museum is here from union square you go down geary to the end and turn right that's third street go down third and you'll see sf mama on the left what time does it opened it opens at eleven thanks very much have a good day i'm sure you'll love the museum
speech,1410.25,1411.3,0.9853187799453735,0.9684262871742249,these
speech,1415.25,1419.3,0.9938228130340576,0.979377269744873,excuse me can you tell me the way to union square hey
speech,1419.57,1425.3,0.6624016761779785,0.658242404460907,i'm brad
speech,1427.25,1437.3,1.0,1.0,we met yesterday at the hotel ah yes that's right brat i'm so sorry
speech,1438.25,1439.3,0.8876542448997498,0.8542747497558594,
speech,1440.25,1450.3,1.0,1.0,where's mark he's at the hotel he had a meeting i think
speech,1451.25,1460.3,0.9229359030723572,0.8933967351913452,ali i'm going to take you for a cup of coffee at they'll monaco's they have the best coffee in san francisco and amazing cookies
speech,1461.25,1476.3,1.0,1.0,
speech,1487.25,1493.3,0.9962604641914368,0.9907144904136658,can i help you yes i really like this sweater to have it in a medium let's see
speech,1495.25,1501.3,0.9869764447212219,0.9624061584472656,we have and read in a medium now i want to black just a minute i'll go and check
speech,1508.25,1515.3,0.9009608626365662,0.8448213934898376,a black medium you want to try it on no thanks i'm sure it'll be fine how much is it forty three thirty eight
speech,1516.25,1527.3,1.0,1.0,you take mastercard yes of course
speech,1534.25,1540.3,0.9250324964523315,0.900546133518219,i bought this sweater about half an hour ago yes i remember as our problem
speech,1541.25,1546.3,1.0,1.0,i've decided it's too big for me what size as a medium so you need a small
speech,1549.25,1554.3,0.9962760210037231,0.9865174889564514,i'll go and check just a minute
speech,1559.25,1559.93,0.6724189519882202,0.6622850298881531,
speech,1560.25,1576.3,1.0,1.0,would you like to exchange it for something else not really good i have a refund no problem do you have the receipt yes
speech,1578.25,1579.3,0.9950436353683472,0.9890109300613403,hey you are
speech,1582.25,1584.3,1.0,1.0,he looked great as usual
speech,1585.25,1598.3,1.0,1.0,what a lovely evening
speech,1599.25,1604.3,1.0,0.9999997019767761,as the shopping great thanks i'm on
speech,1605.25,1627.3,1.0,1.0,ali what would you like to drinking like a cocktail at least a margarita or a good idea i'll have one to mark
speech,1628.25,1630.3,1.0,1.0,this her couple of marguerite it
speech,1631.25,1633.3,1.0,1.0,the waiter am i
speech,1634.25,1640.3,0.6864604353904724,0.6567550897598267,tell me about the museum alley what was your favorite painting
speech,1644.25,1664.3,0.998508632183075,0.9952422380447388,how can i help you do you have any pain killers have a headache i'm sorry we can't give our guess medicine but we can call a doctor for you feel like in there it's okay i don't need a doctor it's just a cold but is there a chemists neither the hutto do you mean a pharmacy sorry that's right a pharmacy sure there's one right across the street think you're welcome
speech,1669.25,1684.3,1.0,1.0,the help you i have a bad colds us me i can take what symptoms to have i have a headache and a cough do you have a temperature know the exact does your backer know are you allergic to any drugs i'm allergic to penicillin
speech,1685.25,1701.3,0.8569265007972717,0.8271955847740173,how many to i have to take to every four hours sorry health and every four hours if you don't feel better and twenty four hours you should see a doctor okay thanks how much how they four seventy five please
speech,1703.25,1705.3,0.9615748524665833,0.940575122833252,thank you you're
speech,1709.25,1710.3,1.0,1.0,you okay
speech,1711.25,1715.3,1.0,1.0,cause i had a bad headache this morning but i feel better now
speech,1716.25,1729.3,0.9999996423721313,0.9999893307685852,what you mean at the party i got kind of angry at brad he was really annoying me oh i think he's very nice yeah women always think so
speech,1731.25,1734.3,1.0,1.0,my mark pratt's not my type
speech,1736.25,1740.3,0.9999997615814209,0.9999963641166687,you know my type is
speech,1741.25,1747.3,0.9704298377037048,0.9422050714492798,lives in san francisco
speech,1748.25,1776.3,0.9226034879684448,0.9052473306655884,
speech,1777.25,1779.3,0.8307868838310242,0.7708341479301453,hi alli
speech,1780.25,1783.3,1.0,1.0,feeling at a much better a good
speech,1784.25,1798.3,1.0,1.0,and how long's the boat trip
speech,1799.25,1806.3,0.9999997615814209,0.9999844431877136,well i have to be back here by one i'm expecting an important phone call
speech,1807.25,1814.3,1.0,1.0,hey it's go
speech,1814.57,1815.3,0.6805044412612915,0.6695980429649353,
speech,1818.25,1828.3,0.8147675395011902,0.7435420751571655,and where exactly does about go
speech,1829.25,1834.3,1.0,0.9999907612800598,
speech,1835.25,1841.3,0.9993996620178223,0.9974867105484009,can we get anything to eat or drink on the boat newest members that were gonna have to tickets please sure
speech,1842.25,1843.3,0.8652383089065552,0.82269287109375,two adults
speech,1844.25,1848.3,0.9916018843650818,0.9721553921699524,forty dollars
speech,1849.25,1852.3,0.8417345881462097,0.8191120624542236,
speech,1858.25,1892.3,0.8898990750312805,0.8672903180122375,oh no reason i just wondered on your left you can see the island of alcatraz look can issue a building that used to be the prison but it was closed and nineteen sixty three it's museum
speech,1893.25,1903.3,0.9346500039100647,0.8945105075836182,
speech,1906.25,1907.3,0.9993051290512085,0.9969517588615417,this iraq
speech,1908.25,1912.3,0.9830410480499268,0.9662713408470154,hey excuse me could you take a photo of us please sure
speech,1919.25,1923.3,0.9657333493232727,0.9404079914093018,
speech,1932.89,1933.3,0.6288448572158813,0.6288449168205261,
speech,1936.25,1960.3,0.9590096473693848,0.9224506616592407,
speech,1961.25,1965.3,0.9999872446060181,0.9999123215675354,can you call this number new york right thanks you're welcome
speech,1969.25,1974.3,0.9965581297874451,0.9907212853431702,oh sorry
speech,1976.25,1982.3,0.9999854564666748,0.9998059868812561,york how can i help you hello can i be to lisa formosa please just a moment i'll put you through
speech,1984.25,1995.3,0.8996943831443787,0.8829591274261475,hi is that lisa now i'm sorry she's not a desk right now can i leave a message please sure tell her alley gray cooled oh cool back in five minutes
speech,1999.25,2005.3,0.9811893701553345,0.954444169998169,empty new york how can i help you hello can i speak to lisa for most of please just a moment
speech,2007.25,2011.3,1.0,0.9999953508377075,the lines busy do you want to whole okay i'll hold
speech,2015.25,2030.3,0.8642497062683105,0.838398814201355,
speech,2031.25,2037.3,1.0,1.0,to us
speech,2040.25,2041.3,0.8230701684951782,0.7854942083358765,
speech,2043.25,2049.3,0.9999983310699463,0.9999783039093018,yes
speech,2051.25,2053.3,1.0,1.0,really think we have a future together
speech,2054.25,2085.3,1.0,0.9999994039535522,or something to tell you are not gonna be six thousand miles apart we're only going to be three hundred miles apart what you mean you know the new mtc office it's opening in paris next month yes well i'm going there i'm going to be the marketing manager is that amazing are only be an hour away from you you check
speech,2086.25,2087.3,1.0,1.0,i'm serious
speech,2089.25,2095.3,0.9974271655082703,0.9910580515861511,the matter aren't you pleased you don't have very happy yes i am happy it's amazing
speech,2096.25,2102.61,1.0,1.0,well i'm going to the paris office to i've just heard
speech,2103.25,2110.3,1.0,1.0,yes
speech,2111.25,2115.3,0.9991979002952576,0.9954522848129272,or trump
speech,2116.25,2118.3,1.0,0.9999997019767761,i'm going to be the director in paris
speech,2119.25,2121.3,1.0,1.0,
speech,2134.25,2146.3,0.999119222164154,0.9973523020744324,
speech,2147.25,2151.3,0.9455240368843079,0.9089349508285522,
speech,2154.25,2158.3,0.9986526966094971,0.9960243701934814,you're from san francisco and you yes i am hello mark
speech,2159.25,2165.3,0.9749208688735962,0.9583171010017395,it's good to see you again how are you very well did you have a good journey yes find no problems
speech,2167.25,2183.3,0.9999997615814209,0.9999948740005493,introduce you to the team you've met nicole my personal assistant us we said hello this is jacqueline met rpr director how do you do mark rider how do you do and this is ben what's our designer i mock great to meet you been heard a lot about you really good i hope
speech,2184.25,2186.3,0.9990780353546143,0.9955752491950989,
speech,2193.25,2209.3,0.9991707801818848,0.9958751797676086,
speech,2215.25,2233.3,1.0,1.0,
speech,2234.25,2236.3,0.9997708201408386,0.9988433122634888,you know we have to keep things the secret
speech,2237.25,2249.3,0.9854692816734314,0.9639581441879272,no it isn't
speech,2251.25,2257.3,1.0,1.0,the hotel rooms okay i guess what does not like having my own place i have to find an apartment
speech,2258.25,2260.3,1.0,1.0,it went to you know
speech,2263.25,2267.3,0.9645735621452332,0.9429264664649963,do you really want to know
speech,2268.25,2273.61,1.0,1.0,
speech,2286.57,2286.9300000000003,0.6059383153915405,0.6059382557868958,the
speech,2287.25,2291.3,0.987404465675354,0.9631928205490112,
speech,2296.25,2302.3,0.7530064582824707,0.7065644860267639,never could you help me
speech,2303.25,2307.3,1.0,1.0,
speech,2315.25,2329.61,0.9871708750724792,0.9722167253494263,the was about kind afternoon friday
speech,2330.25,2333.3,0.9428884387016296,0.920749306678772,they do you think you could send me the request by email
speech,2334.25,2336.3,0.9992678761482239,0.9961844086647034,yes of course
speech,2337.25,2338.3,0.8751846551895142,0.8155314922332764,hello
speech,2339.25,2343.3,0.9907817244529724,0.9842594265937805,could you hold a minute mark thank you to call
speech,2346.25,2348.3,0.9999991655349731,0.9999884963035583,you can see me when he have a moment
speech,2351.25,2359.3,1.0,0.9999983906745911,started looking for an apartment no i haven't had time yet anyway it's best to get to know paris first yeah it's a big city
speech,2363.25,2364.3,0.996604323387146,0.9904850721359253,now see
speech,2366.25,2367.3,0.9999936819076538,0.9998013377189636,see
speech,2369.25,2375.3,1.0,1.0,mercy beaucoup millions very good my banks that's nearly all the french i know
speech,2381.25,2382.3,0.9464474320411682,0.9227513074874878,this
speech,2383.25,2386.3,0.8443170189857483,0.797365128993988,sorry
speech,2390.25,2399.3,0.9771487712860107,0.9548776745796204,and the people really friendly alec been a lot is amazing with computers and jackson really nice guy
speech,2400.25,2413.3,1.0,1.0,or jackie's very damning everybody likes him and he has a lovely wife she used to be a pop star when she was young have you heard of is a bit now i'm sorry i haven't she's very pretty
speech,2414.25,2416.3,0.9839016795158386,0.9490629434585571,ali is very attractive to
speech,2416.57,2418.3,0.8584483861923218,0.8487534523010254,allie
speech,2419.25,2421.3,1.0,1.0,yeah i guess
speech,2422.25,2422.9300000000003,0.8083038330078125,0.7807067632675171,of
speech,2423.25,2425.3,1.0,1.0,those are very english
speech,2426.25,2427.3,1.0,1.0,man
speech,2428.25,2436.3,0.956061601638794,0.9290412068367004,you know today i asked her if i could have a deal and she wanted me to send her an email well the english have their funny way
speech,2440.25,2445.3,1.0,1.0,hi let me get your drinking thanks i'll have a diet coke
speech,2454.25,2456.3,0.9999992847442627,0.9999915361404419,where exactly is it
speech,2458.25,2460.3,0.9869365096092224,0.9577026963233948,i'm sorry i didn't catch that
speech,2462.25,2463.3,0.7626882791519165,0.7466164231300354,okay
speech,2465.25,2466.3,1.0,1.0,is it
speech,2469.25,2470.3,0.8921287655830383,0.8627898693084717,they
speech,2473.25,2476.3,0.7073180079460144,0.6750556230545044,or what
speech,2478.25,2483.3,0.9662394523620605,0.9507808685302734,i think i found an apartment how do i get to bellville
speech,2483.57,2497.61,0.7275071740150452,0.7028598785400391,then take line eleven towards married a dealer where do i get our
speech,2498.25,2499.3,0.9173030257225037,0.8845991492271423,
speech,2500.25,2501.3,1.0,1.0,the opposite
speech,2502.25,2504.3,0.7871733903884888,0.7396062612533569,six i think
speech,2505.25,2507.3,0.9999831914901733,0.9998018145561218,right i found it on the map
speech,2508.25,2521.3,1.0,1.0,if you can wait till six i'll give you a lift
speech,2522.25,2526.3,0.9900733232498169,0.9754371643066406,the bellville so i'm driving that way that's great thanks
speech,2527.25,2528.3,0.9624782204627991,0.9328619241714478,
speech,2535.25,2538.61,0.9880191683769226,0.9657868146896362,
speech,2539.25,2542.3,0.9895836114883423,0.9815483689308167,yes it's easy to just going over
speech,2543.25,2545.3,0.9714961647987366,0.9443109035491943,mercy madame
speech,2546.25,2552.3,0.9999493360519409,0.9997227191925049,sorry nicole what did she say she said we can have a look at the flat she's going to wait downstairs banks
speech,2558.25,2559.3,1.0,1.0,so what are you think
speech,2560.25,2573.3,0.9997780919075012,0.9990844130516052,and it's on the far flung to pretty there isn't a lift who needs one the stairs or good exercise look there's a great view from here it's also very noisy sure but it has character
speech,2573.57,2582.3,0.6645706295967102,0.6516242027282715,it's just how i imagine an apartment in paris everything's old including the heating it would be like original them
speech,2584.25,2595.3,0.8726136088371277,0.8439476490020752,i can't wait to see it yeah
speech,2596.25,2607.3,0.993802547454834,0.9872666001319885,lovie to buy
speech,2609.25,2619.3,0.999997615814209,0.9999664425849915,you know she's just taking an interest
speech,2620.25,2623.3,0.970844030380249,0.9600661396980286,the interest that's nice
speech,2628.25,2631.3,0.9999488592147827,0.9996041059494019,got a message this morning it's from jack
speech,2633.25,2634.3,0.948715090751648,0.9055429100990295,jack
speech,2636.25,2639.3,1.0,1.0,there's a small problem
speech,2640.25,2643.3,1.0,0.9999997019767761,scott gale out as for her concert this evening
speech,2643.57,2643.9300000000003,0.6131851077079773,0.6131852269172668,
speech,2644.25,2645.3,1.0,1.0,after her today
speech,2645.57,2645.9300000000003,0.6101407408714294,0.6101405620574951,
speech,2646.25,2648.3,1.0,1.0,by take care of her
speech,2649.25,2652.3,0.967670738697052,0.9382160305976868,i'd say
speech,2653.25,2655.3,1.0,1.0,scarlets copy know haven't you been
speech,2657.25,2663.3,0.9997937083244324,0.998227059841156,sas yeah i'm better in london last year what's she like let's say she's a bit
speech,2664.25,2691.3,0.9448193907737732,0.8926353454589844,i don't think churches of really her thing how about taking or on a boat trip brilliant and then we can go up the eiffel tower that's a good idea i'm sure she'll love the view and she might fall off
speech,2692.25,2706.3,1.0,1.0,ben you want to come to
speech,2707.25,2713.3,0.9999984502792358,0.9999767541885376,sorry alley i'm really busy but i'm sure you'll have an unforgettable meal
speech,2727.25,2731.3,0.9799631237983704,0.9479624032974243,so scarlet what would you like nothing
speech,2732.25,2744.3,0.9120316505432129,0.8568635582923889,hey
speech,2745.25,2752.3,1.0,1.0,no way
speech,2753.25,2755.3,0.9993889331817627,0.997830331325531,didn't they tell you guys have i'm allergies
speech,2755.57,2756.3,0.6618180871009827,0.6496645212173462,
speech,2757.25,2765.3,0.9374133944511414,0.8900386095046997,i'm going to the restroom
speech,2771.25,2788.3,0.9916274547576904,0.9759556651115417,that was a disastrous morning the boat trip made her feel sick and she wouldn't go up the eiffel tower he against stand heights to pity we didn't just take her shopping she's so spoiled come on she's just a kid really so what are we going to do about lunch should we leave now
speech,2789.25,2793.3,0.9367741942405701,0.8992224335670471,now hang on i have an idea when we talked to the waiter mission
speech,2794.25,2798.3,1.0,1.0,think you could possibly do me a favor the it's of course so what would you like
speech,2809.25,2814.3,0.7511968016624451,0.7168939113616943,more wine only no thanks
speech,2814.57,2815.3,0.6277015209197998,0.6242644786834717,
